City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Bagdarin,RU,54.43,113.6,39.97,71,99,0.45,overcast clouds
341,Cururupu,BR,-1.83,-44.87,76.05,88,39,4.25,scattered clouds
342,Udarnyy,RU,54.34,42.86,44.58,61,93,9.71,overcast clouds
343,San Patricio,US,28.02,-97.52,78.01,94,20,8.05,few clouds
344,Miajadas,ES,39.15,-5.91,59.0,40,7,8.01,clear sky
345,Mumford,GH,5.26,-0.76,78.67,85,97,8.16,light rain
346,Kavaratti,IN,10.57,72.64,87.8,66,20,6.93,few clouds
347,Nouadhibou,MR,20.93,-17.03,75.2,64,0,8.05,clear sky
348,La Ronge,CA,55.1,-105.28,24.8,79,90,6.93,light snow
349,Hwange,ZW,-18.37,26.5,93.0,13,0,6.02,clear sky
350,Neuquen,AR,-38.95,-68.06,53.04,40,0,17.36,clear sky
351,Zhanaozen,KZ,43.3,52.8,73.51,18,0,18.48,clear sky
352,Ixtapa,MX,20.7,-105.2,82.0,88,67,3.2,broken clouds
353,Mukhen,RU,48.1,136.1,40.37,67,100,5.03,overcast clouds
354,Rorvik,NO,64.86,11.24,30.2,92,20,2.24,few clouds
355,Yantal,RU,56.85,105.25,32.52,90,100,10.33,overcast clouds
356,Parambu,BR,-6.21,-40.69,68.94,91,92,6.78,overcast clouds
357,Guerrero Negro,MX,27.98,-114.06,69.44,80,11,5.95,few clouds
358,Prado,BR,-17.34,-39.22,71.96,83,100,7.2,overcast clouds
359,Muravlenko,RU,63.79,74.52,29.89,95,100,9.71,overcast clouds
360,Faya,SA,18.39,42.45,69.8,22,0,16.11,clear sky
361,Tautira,PF,-17.73,-149.15,77.0,88,20,14.99,few clouds
362,Padang,ID,-0.95,100.35,86.83,58,36,5.73,scattered clouds
363,Niono,ML,14.25,-5.99,87.84,19,0,8.86,clear sky
364,Ensley,US,30.52,-87.27,72.0,83,1,8.05,clear sky
365,Hoquiam,US,46.98,-123.89,55.99,71,90,11.41,overcast clouds
366,Moroni,KM,-11.7,43.26,86.0,58,40,3.36,scattered clouds
367,Aguimes,ES,27.91,-15.45,70.0,77,20,6.93,few clouds
368,Zhuhai,CN,22.28,113.57,82.4,61,20,18.34,few clouds
369,Puerto Del Rosario,ES,28.5,-13.86,68.0,77,0,5.82,clear sky
370,Chitral,PK,35.85,71.79,70.84,19,0,5.1,clear sky
371,Kismayo,SO,-0.36,42.55,83.44,64,1,15.1,clear sky
372,San Policarpo,PH,12.18,125.51,79.86,87,100,7.63,moderate rain
373,Bafata,GW,12.17,-14.75,76.75,91,30,1.61,scattered clouds
374,Hambantota,LK,6.12,81.12,93.2,56,40,11.41,scattered clouds
375,Banikoara,BJ,11.3,2.44,82.81,62,0,4.18,clear sky
376,Susehri,TR,40.16,38.09,72.5,21,0,3.94,clear sky
377,El Alto,PE,-4.27,-81.21,64.08,82,78,13.44,broken clouds
378,Challapata,BO,-18.9,-66.77,47.14,63,24,2.46,few clouds
379,Kiunga,PG,-6.12,141.29,82.18,81,100,1.05,light rain
380,Rudsar,IR,37.14,50.29,71.6,73,0,4.7,clear sky
381,Tura,IN,25.52,90.22,85.66,66,1,3.69,clear sky
382,Polunochnoye,RU,60.87,60.42,34.5,96,100,5.17,light rain
383,Mardin,TR,37.31,40.74,78.8,26,0,2.24,clear sky
384,Leningradskiy,RU,69.38,178.42,23.54,87,0,8.95,clear sky
385,Hofn,IS,64.25,-15.21,39.2,80,90,18.34,overcast clouds
386,Mbarara,UG,-0.61,30.65,69.53,76,94,2.48,overcast clouds
387,Nantucket,US,41.28,-70.1,51.01,71,75,4.7,broken clouds
388,Boca Do Acre,BR,-8.75,-67.4,72.23,96,100,2.26,light rain
389,Pandan,PH,14.05,124.17,81.99,86,100,13.67,moderate rain
390,Ancud,CL,-41.87,-73.82,44.01,100,75,3.36,broken clouds
391,Fiche,ET,9.8,38.73,60.12,53,0,5.39,clear sky
392,Yar-Sale,RU,66.83,70.83,22.98,97,0,5.68,clear sky
393,Acapulco,MX,16.86,-99.89,79.52,75,81,4.03,broken clouds
394,Sierpc,PL,52.86,19.67,42.96,79,42,12.26,scattered clouds
395,Saravan,AM,39.72,45.65,66.2,37,0,4.7,clear sky
396,Pathein,MM,16.78,94.73,82.29,84,59,12.15,moderate rain
397,Abu Zabad,SD,12.35,29.25,87.8,46,1,8.59,clear sky
398,Hornepayne,CA,49.21,-84.77,25.57,98,90,5.17,overcast clouds
399,Goderich,CA,43.75,-81.72,43.0,88,100,8.05,overcast clouds
400,Fuerte Olimpo,PY,-21.04,-57.87,69.31,95,0,5.08,clear sky
401,Lyngseidet,NO,69.58,20.22,26.6,92,20,9.17,few clouds
402,San Miguel,SV,13.48,-88.18,72.99,93,100,3.09,overcast clouds
403,Camacha,PT,33.08,-16.33,69.8,88,40,12.75,light intensity drizzle rain
404,Okakarara,NA,-20.58,17.43,89.15,11,0,9.04,clear sky
405,Pinawa,CA,50.15,-95.88,23.38,95,3,5.19,clear sky
406,Saint-Joseph,RE,-21.37,55.62,82.4,61,17,20.8,few clouds
407,Aketi,CD,2.74,23.78,86.22,61,57,1.88,light rain
408,Quetta,PK,30.2,67.01,67.82,15,0,4.74,clear sky
409,Husavik,IS,66.04,-17.34,37.4,69,90,3.36,overcast clouds
410,Batticaloa,LK,7.71,81.69,87.75,57,81,9.91,broken clouds
411,Atar,MR,20.52,-13.05,84.22,29,98,6.71,overcast clouds
412,Kirakira,SB,-10.45,161.92,80.6,80,100,7.02,moderate rain
413,Namtsy,RU,62.72,129.67,21.2,62,65,4.47,broken clouds
414,Bandundu,CD,-3.32,17.37,81.48,75,97,4.09,overcast clouds
415,Esperance,AU,-33.87,121.9,75.2,60,7,16.11,clear sky
416,Sulphur,US,30.24,-93.38,75.0,100,90,8.05,mist
417,Shiyan,CN,32.65,110.78,62.01,23,0,1.01,clear sky
418,Deputatskiy,RU,69.3,139.9,9.66,95,97,6.22,overcast clouds
419,Talara,PE,-4.58,-81.27,64.78,82,74,14.94,broken clouds
420,Salina,US,38.84,-97.61,43.0,45,90,10.29,overcast clouds
421,Ambon,ID,-3.7,128.18,81.36,74,100,11.59,overcast clouds
422,Achern,DE,48.63,8.08,48.0,87,76,2.24,broken clouds
423,Chipinge,ZW,-20.19,32.62,85.05,15,0,4.79,clear sky
424,Jutai,BR,-5.18,-68.9,71.46,96,93,1.74,overcast clouds
425,Burgeo,CA,47.62,-57.62,52.05,93,100,9.6,light rain
426,Mercedes,AR,-34.65,-59.43,73.0,76,4,11.01,clear sky
427,Vuktyl,RU,63.86,57.31,31.33,96,100,6.44,overcast clouds
428,Barcelona,ES,41.39,2.16,62.01,76,40,11.41,scattered clouds
429,Buin,CL,-33.73,-70.75,55.0,71,0,2.24,clear sky
430,Talnakh,RU,69.49,88.4,14.0,92,40,11.18,mist
431,Grand Forks,US,47.94,-97.43,30.2,54,90,5.82,overcast clouds
432,Sabang,ID,5.89,95.32,84.0,72,1,20.09,very heavy rain
433,Tiarei,PF,-17.53,-149.33,77.0,88,20,14.99,few clouds
434,Amuntai,ID,-2.42,115.25,81.07,76,100,2.48,overcast clouds
435,Pietroasa,RO,46.58,22.55,46.4,81,25,11.41,scattered clouds
436,Tamandare,BR,-8.76,-35.1,74.16,82,75,7.43,broken clouds
437,Laguna,US,38.42,-121.42,63.0,63,1,2.3,clear sky
438,Rocha,UY,-34.48,-54.33,60.82,86,48,7.87,scattered clouds
439,Bitung,ID,1.45,125.18,87.8,52,40,8.05,scattered clouds
440,Half Moon Bay,US,37.46,-122.43,62.6,72,1,2.98,clear sky
441,Rodrigues Alves,BR,-7.74,-72.65,71.74,86,63,2.13,broken clouds
442,Narodychi,UA,51.2,29.08,46.76,65,0,11.99,clear sky
443,Houma,US,29.6,-90.72,69.01,94,90,3.36,overcast clouds
444,Prince Rupert,CA,54.32,-130.32,42.8,100,90,4.7,overcast clouds
445,Yambio,SS,4.57,28.4,79.32,83,56,1.74,moderate rain
446,Batagay-Alyta,RU,67.8,130.41,14.99,88,96,3.2,overcast clouds
447,Ketchikan,US,55.34,-131.65,41.0,93,1,4.7,clear sky
448,Capaci,IT,38.17,13.24,69.01,68,0,3.36,clear sky
449,Macara,EC,-4.38,-79.95,64.04,76,69,0.36,broken clouds
450,Maneadero,MX,31.72,-116.57,66.99,93,33,1.99,scattered clouds
451,Krasnoselkup,RU,65.7,82.47,23.23,97,28,10.58,scattered clouds
452,Sontra,DE,51.07,9.93,48.0,94,100,3.83,overcast clouds
453,Nome,US,64.5,-165.41,39.2,93,90,13.87,overcast clouds
454,High Level,CA,58.52,-117.14,17.6,78,40,8.05,scattered clouds
455,Witu,KE,-2.39,40.44,86.52,56,26,11.12,scattered clouds
456,San Quintin,MX,30.48,-115.95,70.38,75,90,13.38,overcast clouds
457,Alice,US,27.75,-98.07,75.2,100,1,4.7,mist
458,Atbasar,KZ,51.8,68.33,52.03,43,0,15.88,clear sky
459,Akyab,MM,20.15,92.9,86.25,71,56,4.76,moderate rain
460,Los Llanos De Aridane,ES,28.66,-17.92,78.8,65,40,13.87,light intensity drizzle
461,Odweyne,SO,9.41,45.06,83.5,22,0,5.01,clear sky
462,Najran,SA,17.49,44.13,78.8,24,0,4.7,clear sky
463,Ucluelet,CA,48.93,-125.55,55.0,92,97,4.0,overcast clouds
464,Ylivieska,FI,64.08,24.55,37.99,95,100,1.99,overcast clouds
465,Boshnyakovo,RU,49.63,142.17,36.18,73,44,9.98,scattered clouds
466,Nalut,LY,30.33,10.85,63.99,48,0,16.91,clear sky
467,Sydney,AU,-33.87,151.21,64.99,68,75,13.87,broken clouds
468,Karsun,RU,54.2,46.98,42.26,68,95,10.89,overcast clouds
469,Redmond,US,47.67,-122.12,55.99,93,100,4.38,overcast clouds
470,Clyde River,CA,70.47,-68.59,33.8,100,90,25.28,light rain
471,Ugoofaaru,MV,5.67,73.0,82.4,78,100,14.94,overcast clouds
472,Nabire,ID,-3.37,135.48,79.2,82,100,1.92,overcast clouds
473,Porirua,NZ,-41.13,174.85,59.0,89,100,15.01,overcast clouds
474,Haines Junction,CA,60.75,-137.51,23.05,82,100,1.25,overcast clouds
475,Krasnoarmeysk,RU,51.02,45.7,52.0,49,58,3.0,broken clouds
476,Sao Felix Do Xingu,BR,-6.64,-51.99,71.46,77,100,1.12,overcast clouds
477,Sitka,US,57.05,-135.33,41.0,80,90,6.93,overcast clouds
478,Chebsara,RU,59.2,38.84,37.4,82,75,8.95,broken clouds
479,Kununurra,AU,-15.77,128.73,98.6,39,90,13.87,overcast clouds
480,Tevaitoa,PF,-16.78,-151.5,80.02,82,14,15.41,few clouds
481,Coquimbo,CL,-29.95,-71.34,50.0,93,0,8.05,clear sky
482,Havelock,US,34.88,-76.9,62.01,96,1,6.02,clear sky
483,Rosarito,MX,32.33,-117.03,69.01,88,90,3.36,mist
484,Hovd,MN,48.01,91.64,34.52,79,98,10.78,overcast clouds
485,Ostrovnoy,RU,68.05,39.51,37.71,79,95,15.48,overcast clouds
486,Tarko-Sale,RU,64.92,77.78,27.01,95,91,9.66,overcast clouds
487,Cayenne,GF,4.93,-52.33,75.2,100,75,2.24,broken clouds
488,Luancheng,CN,37.88,114.65,71.6,33,0,6.71,haze
489,Eckernforde,DE,54.47,9.83,46.0,93,92,3.0,overcast clouds
490,Cabedelo,BR,-6.98,-34.83,71.6,94,23,3.36,few clouds
491,Dubovskoye,RU,47.41,42.76,63.55,58,65,8.01,broken clouds
492,Bowen,AU,-20.02,148.23,84.2,39,0,13.87,clear sky
493,Calvinia,ZA,-31.47,19.78,67.98,24,90,6.42,overcast clouds
494,Shalya,RU,57.25,58.73,48.29,77,100,14.83,overcast clouds
495,Yerbogachen,RU,61.28,108.01,30.02,90,100,12.82,overcast clouds
496,Caravelas,BR,-17.71,-39.25,72.36,78,100,6.49,overcast clouds
497,Okhotsk,RU,59.38,143.3,27.7,80,0,20.49,clear sky
498,Anadyr,RU,64.75,177.48,30.2,86,88,8.95,overcast clouds
499,Sulangan,PH,11.14,123.72,82.04,83,100,13.0,light rain
500,Matara,LK,5.95,80.54,86.31,65,99,15.23,overcast clouds
501,Shingu,JP,33.73,135.98,59.0,87,75,3.36,broken clouds
502,Sinnamary,GF,5.38,-52.95,79.39,85,25,9.8,scattered clouds
503,Noumea,NC,-22.28,166.46,77.0,57,75,2.24,broken clouds
504,Rantepao,ID,-2.97,119.9,74.64,87,80,1.05,moderate rain
505,Lazaro Cardenas,MX,17.96,-102.2,78.06,87,100,5.01,overcast clouds
506,Bilibino,RU,68.05,166.44,17.87,95,100,2.21,overcast clouds
507,Gizo,SB,-8.1,156.84,84.04,71,53,3.24,light rain
508,Kemijarvi,FI,66.71,27.43,29.66,95,100,10.8,overcast clouds
509,Radomsko,PL,51.07,19.44,45.0,88,68,11.68,broken clouds
510,Rock Sound,BS,24.9,-76.2,80.87,78,100,21.92,moderate rain
511,Nelson Bay,AU,-32.72,152.15,64.4,77,40,9.17,scattered clouds
512,Queanbeyan,AU,-35.35,149.23,64.4,48,35,9.17,scattered clouds
513,Whitehorse,CA,60.72,-135.05,21.2,73,90,3.36,overcast clouds
514,Kimbe,PG,-5.55,150.14,79.97,81,100,2.28,light rain
515,Verkh-Chebula,RU,56.03,87.62,35.64,78,100,14.27,overcast clouds
516,Camacupa,AO,-12.02,17.48,81.91,46,59,3.2,broken clouds
517,Karachi,PK,24.91,67.08,96.8,25,0,5.86,haze
518,Kita,ML,13.03,-9.49,78.98,57,4,0.72,clear sky
519,Lobanovo,RU,57.86,56.3,46.4,81,90,15.66,overcast clouds
520,Aborlan,PH,9.44,118.55,86.0,70,90,11.41,overcast clouds
521,Jalingo,NG,8.88,11.37,81.25,73,0,5.46,clear sky
522,Praia Da Vitoria,PT,38.73,-27.07,59.0,93,75,15.84,light intensity shower rain
523,Kurumkan,RU,54.3,110.3,41.41,71,100,1.28,overcast clouds
524,Lompoc,US,34.64,-120.46,55.4,100,90,5.79,overcast clouds
525,Termoli,IT,41.99,14.99,61.0,67,0,1.01,clear sky
526,Boa Vista,BR,2.82,-60.67,80.6,69,64,3.36,broken clouds
527,Unnao,IN,26.53,80.5,91.4,46,100,4.7,haze
528,Guapore,BR,-28.85,-51.89,59.0,84,0,8.99,clear sky
529,La Rioja,ES,42.25,-2.5,51.01,76,20,10.29,few clouds
530,The Valley,AI,18.22,-63.06,79.0,78,0,3.36,clear sky
531,Rio Gallegos,AR,-51.62,-69.22,35.6,64,82,17.22,broken clouds
532,Salalah,OM,17.02,54.09,96.8,16,90,11.41,overcast clouds
533,Stornoway,GB,58.21,-6.39,46.99,100,75,3.36,broken clouds
534,Porosozero,RU,62.72,32.73,33.06,95,100,2.82,light snow
535,Yerofey Pavlovich,RU,53.97,121.97,31.3,92,82,1.61,broken clouds
536,Kahului,US,20.89,-156.47,80.6,74,1,4.7,clear sky
537,Bouna,CI,9.27,-3.0,76.21,85,33,5.35,scattered clouds
538,Raga,SS,8.46,25.68,83.16,68,53,1.95,broken clouds
539,Pamanukan,ID,-6.28,107.81,87.84,57,82,13.65,moderate rain
540,Belmonte,BR,-15.86,-38.88,71.6,88,75,2.24,broken clouds
541,Blagoyevo,RU,63.37,47.92,32.45,96,100,7.25,overcast clouds
542,Aykhal,RU,66.0,111.5,14.0,92,90,11.18,light snow
543,Kieta,PG,-6.22,155.63,80.42,78,86,2.17,moderate rain
544,Alice Springs,AU,-23.7,133.88,73.4,56,26,13.87,scattered clouds
545,Langsa,ID,4.47,97.97,86.11,67,66,6.29,light rain
546,Mildura,AU,-34.2,142.15,71.01,30,0,6.93,clear sky
547,Huilong,CN,31.81,121.66,69.01,62,0,1.01,clear sky
548,Portland,US,45.52,-122.68,59.0,82,90,1.95,overcast clouds
549,Jardim,BR,-21.48,-56.14,68.27,96,5,3.15,clear sky
550,Placido De Castro,BR,-10.34,-67.19,75.63,71,14,2.59,light rain
551,Clovis,US,36.83,-119.7,64.4,59,1,1.81,clear sky
552,Hamilton,US,39.18,-84.53,55.0,100,90,3.71,mist
553,Toyooka,JP,35.53,134.83,64.4,59,75,4.7,broken clouds
554,Mendoza,AR,-32.89,-68.83,71.6,28,0,11.41,clear sky
555,The Pas,CA,53.83,-101.25,28.4,92,90,10.29,light snow
556,Juneau,US,58.3,-134.42,37.99,86,90,2.24,overcast clouds
557,Shache,CN,38.42,77.24,71.74,19,0,9.4,clear sky
558,Sawakin,SD,19.11,37.33,91.22,46,0,8.66,clear sky
559,Karakulino,RU,56.01,53.71,48.99,67,81,13.24,broken clouds
560,Sechura,PE,-5.56,-80.82,63.75,83,91,8.59,overcast clouds
561,Fez,MA,34.04,-5.0,60.8,38,49,2.24,scattered clouds
562,Tari,NG,12.41,4.49,85.15,53,0,8.01,clear sky
563,Dubrovnik,HR,42.65,18.09,60.8,44,0,10.29,clear sky
564,Estacion Coahuila,MX,32.19,-115.0,78.8,31,1,3.33,clear sky
565,Inongo,CD,-1.95,18.27,76.8,77,100,3.51,light rain
566,Kampot,KH,10.62,104.18,86.0,74,20,9.17,few clouds
567,Mogapi,BW,-22.32,27.83,89.6,35,0,8.05,clear sky
568,Oktyabrskoye,RU,43.06,44.74,66.2,63,7,6.71,clear sky
569,Turan,VN,16.07,108.22,80.6,83,75,11.41,light rain
570,Meulaboh,ID,4.14,96.13,86.92,59,59,6.13,broken clouds
571,Dutlwe,BW,-23.98,23.9,94.12,11,0,14.99,clear sky
572,Puerto Escondido,MX,15.85,-97.07,78.03,77,73,3.83,broken clouds
573,Porbandar,IN,21.64,69.61,89.6,70,40,9.17,scattered clouds
574,Wukari,NG,7.85,9.78,79.81,82,76,5.79,broken clouds
575,Pitimbu,BR,-7.47,-34.81,71.6,94,22,3.36,few clouds
576,Syasstroy,RU,60.14,32.57,38.79,79,100,12.33,light rain
577,Mizdah,LY,31.45,12.98,64.36,50,0,11.21,clear sky
578,Oropesa,PE,-13.59,-71.77,51.62,64,92,2.39,light rain
579,Nevelsk,RU,46.67,141.86,42.8,45,0,8.95,clear sky
580,Kamwenge,UG,0.19,30.45,71.37,77,90,0.4,overcast clouds
581,Dolores,AR,-36.31,-57.68,67.91,95,100,6.33,light rain
582,Ambovombe,MG,-25.17,46.08,82.81,45,0,8.88,clear sky
583,Port Keats,AU,-14.25,129.55,86.45,61,67,8.41,broken clouds
584,Jaguaruana,BR,-4.83,-37.78,73.02,81,57,6.73,broken clouds
585,Aksay,RU,47.26,39.87,60.8,51,86,11.18,overcast clouds
586,Yamada,JP,39.47,141.95,57.34,73,100,1.05,overcast clouds
587,Grindavik,IS,63.84,-22.43,41.0,75,0,19.46,clear sky
588,Creel,MX,27.75,-107.63,52.66,57,23,2.77,few clouds
589,Uinskoye,RU,56.88,56.58,49.03,66,15,15.57,few clouds
590,Almaznyy,RU,48.04,40.05,60.8,51,36,11.18,scattered clouds
591,Zhigansk,RU,66.77,123.37,9.73,92,34,7.14,scattered clouds
592,Teacapan,MX,22.55,-105.75,81.34,85,63,4.27,broken clouds
593,San Ramon,US,37.78,-121.98,64.99,55,1,2.39,clear sky
594,Mikkeli,FI,61.69,27.27,35.01,98,42,1.99,scattered clouds
595,Micomeseng,GQ,2.15,10.62,77.56,80,92,2.04,overcast clouds
596,Manaure,CO,11.78,-72.44,80.26,83,100,6.2,light rain
597,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,48.2,61,40,2.24,scattered clouds
598,Saint-Paul,RE,-21.01,55.27,82.4,61,33,23.04,scattered clouds
599,Macomer,IT,40.26,8.77,53.6,100,0,3.36,clear sky
600,Babu,CN,24.42,111.52,68.79,68,95,10.02,overcast clouds
601,Payo,ID,-3.75,103.64,84.87,71,92,4.21,light rain
602,Dongsheng,CN,39.82,109.98,55.99,32,0,11.95,clear sky
603,Bairiki,KI,1.33,172.98,81.84,74,14,15.05,few clouds
604,Marienburg,PL,54.04,19.03,46.0,100,82,11.23,broken clouds
605,Egvekinot,RU,66.32,-179.17,23.16,86,1,0.34,clear sky
606,Ouallam,NE,14.32,2.09,90.86,33,10,10.31,clear sky
607,Timra,SE,62.49,17.33,37.0,74,75,17.22,broken clouds
608,Caucaia,BR,-3.74,-38.65,80.01,83,75,11.41,broken clouds
609,Augusto Correa,BR,-1.02,-46.63,76.86,81,4,5.39,clear sky
610,Lazarev,RU,52.23,141.51,34.39,75,88,13.85,overcast clouds
611,Sapucaia,BR,-29.83,-51.15,66.2,100,0,4.7,clear sky
612,Nedjo,ET,9.5,35.5,67.08,87,31,2.06,light rain
613,Talavera,PH,15.62,120.93,89.6,59,75,4.7,broken clouds
614,Poplar Bluff,US,36.76,-90.39,51.8,87,90,11.41,light rain
615,Inegol,TR,40.08,29.51,57.2,76,75,12.75,broken clouds
616,Pisco,PE,-13.7,-76.22,57.99,87,0,3.36,clear sky
617,Bandarbeyla,SO,9.49,50.81,85.82,49,0,6.38,clear sky
618,Bhasawar,IN,27.03,77.03,95.85,11,1,4.14,clear sky
619,Lebyazhye,RU,55.27,66.49,49.42,49,100,21.05,overcast clouds
620,Acarau,BR,-2.89,-40.12,79.27,78,82,14.88,broken clouds
621,Kobryn,BY,52.21,24.36,42.8,87,75,11.18,mist
622,Ulvik,NO,60.57,6.92,35.01,100,75,8.05,broken clouds
623,Minas,UY,-34.38,-55.24,68.0,82,0,5.82,clear sky
624,Yelovo,RU,57.05,54.92,47.17,69,39,16.31,scattered clouds
625,Minas Novas,BR,-17.22,-42.59,66.02,79,100,2.75,moderate rain
626,Kindu,CD,-2.95,25.95,85.23,57,100,3.44,overcast clouds
627,Saint-Augustin,CA,51.23,-58.65,42.12,87,100,2.91,overcast clouds
628,Nelson,NZ,-41.28,173.28,57.0,91,32,4.68,scattered clouds
629,Morondava,MG,-20.28,44.28,84.16,56,0,8.19,clear sky
630,Kontagora,NG,10.4,5.47,80.6,68,0,3.04,clear sky
631,Farafangana,MG,-22.82,47.83,74.16,75,95,9.73,overcast clouds
632,Maceio,BR,-9.67,-35.74,69.8,94,40,2.24,scattered clouds
633,Cherskiy,RU,68.75,161.3,21.24,95,84,7.0,broken clouds
634,Moissala,TD,8.34,17.77,85.12,61,8,2.37,clear sky
635,Ciudad Bolivar,VE,8.12,-63.55,76.64,79,14,6.64,few clouds
636,Marrakesh,MA,31.63,-8.01,66.2,55,20,2.24,few clouds
637,General Pico,AR,-35.66,-63.76,58.3,84,74,14.36,broken clouds
638,Eureka,US,40.8,-124.16,55.0,87,1,4.7,clear sky
639,Muros,ES,42.78,-9.06,59.0,54,94,9.17,overcast clouds
640,Ambunti,PG,-4.24,142.84,82.17,74,100,3.04,overcast clouds
641,Olafsvik,IS,64.89,-23.71,40.62,75,27,23.24,scattered clouds
642,Mosquera,CO,4.71,-74.23,53.6,81,40,5.82,scattered clouds
643,Wichita Falls,US,33.91,-98.49,48.2,87,90,9.17,overcast clouds
644,Ardea,IT,41.61,12.51,61.0,82,0,5.82,clear sky
645,Hobyo,SO,5.35,48.53,84.94,65,30,11.9,scattered clouds
646,Carutapera,BR,-1.2,-46.02,77.81,81,15,7.7,few clouds
647,Bodo,NO,67.28,14.4,30.99,80,1,11.41,clear sky
648,Kondinskoye,RU,59.65,67.41,33.46,98,100,13.18,light rain
649,Itacare,BR,-14.28,-39.0,70.77,92,67,6.2,broken clouds
650,Kitimat,CA,54.05,-128.65,36.0,95,100,1.3,light rain
651,Tvedestrand,NO,58.62,8.93,32.0,67,100,4.7,overcast clouds
652,Verkhnyaya Inta,RU,65.98,60.31,26.51,95,98,7.02,overcast clouds
653,Katsuura,JP,35.13,140.3,57.2,87,90,6.93,light rain
654,Prieska,ZA,-29.66,22.75,86.54,12,3,11.68,clear sky
655,Killam,CA,52.78,-111.85,13.57,88,0,4.68,clear sky
656,Aswan,EG,24.09,32.91,98.44,11,0,9.53,clear sky
657,Evensk,RU,61.95,159.23,36.28,95,100,9.35,light rain
658,Sobolevo,RU,54.43,31.9,40.69,79,19,13.22,few clouds
659,Lagos,NG,6.58,3.75,80.6,83,40,5.82,thunderstorm
660,Tanout,NE,14.97,8.89,91.02,12,5,8.59,clear sky
661,Astara,AZ,38.5,48.67,73.4,22,0,6.93,clear sky
662,Sangmelima,CM,2.93,11.98,73.49,83,100,3.04,overcast clouds
663,Mayo,US,38.89,-76.51,57.2,100,75,5.68,broken clouds
664,Miles City,US,46.41,-105.84,23.0,85,90,11.41,mist
665,Libreville,GA,0.39,9.45,80.6,83,20,5.82,few clouds
666,Semey,KZ,50.41,80.23,44.6,42,53,4.47,broken clouds
667,Clemencia,CO,10.57,-75.33,71.6,100,40,3.36,scattered clouds
668,Mnogovershinnyy,RU,53.94,139.92,24.42,92,100,12.64,overcast clouds
669,Nyimba,ZM,-14.56,30.81,93.54,16,4,3.62,clear sky
670,Koulamoutou,GA,-1.13,12.47,75.34,90,98,0.87,overcast clouds
671,Marfino,RU,55.7,37.38,45.0,80,75,11.18,broken clouds
672,Namatanai,PG,-3.67,152.43,81.55,72,24,3.91,few clouds
673,Manokwari,ID,-0.87,134.08,80.37,81,100,9.04,light rain
674,Tambo Grande,PE,-4.93,-80.34,64.31,77,76,3.67,broken clouds
675,Mahanoro,MG,-19.9,48.8,77.29,73,62,8.03,light rain
676,Shuangcheng,CN,45.35,126.28,62.6,29,32,11.18,scattered clouds
677,Bulawayo,ZW,-20.15,28.58,88.25,12,0,13.18,clear sky
678,Trofors,NO,65.53,13.41,19.4,92,98,2.24,overcast clouds
679,Ulladulla,AU,-35.35,150.47,60.8,63,40,10.29,scattered clouds
680,Poya,NC,-21.35,165.15,71.31,67,0,7.05,clear sky
681,Presidente Dutra,BR,-5.29,-44.49,73.11,84,24,2.53,few clouds
682,Tabou,CI,4.42,-7.35,78.17,87,62,8.86,light rain
